=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2017.08.23 12:31:40 =~=~=~=~=~=~=~=~=~=~=~=
2834294965937, 0.031574, 0.031574, 1805, 1415
2, 5.004692, 4.992473, 1805, 1415
4294967295, 5.041349, 5.029130, 1807, 1422
30, 2.011046, 4.992473, 1805, 1415
53, 1.119062, 3.843890, 1805, 1417
92, 0.544770, 2.328739, 1807, 1416
129, 0.251515, 1.339003, 1805, 1415
168, 0.104888, 0.691398, 1805, 1415
206, 0.056012, 0.300391, 1805, 1415
266, 0.019355, 0.019355, 1807, 1418
0, 5.016911, 4.992473, 1805, 1415
43, 1.326784, 4.906940, 1807, 1416
46, 1.253470, 4.173802, 1805, 1415
50, 1.119062, 3.929423, 1807, 1416
89, 0.544770, 2.377615, 1805, 1415
127, 0.263734, 1.387879, 1805, 1415
165, 0.117107, 0.728055, 1805, 1415
202, 0.056012, 0.312610, 1805, 1417
265, 0.019355, 0.031574, 1807, 1416
2, 5.004692, 5.004692, 1805, 1415
43, 1.314565, 4.943597, 1807, 1416
47, 1.265689, 4.271554, 1805, 1415
50, 1.143499, 3.941642, 1805, 1417
87, 0.544770, 2.402053, 1807, 1418
127, 0.263734, 1.387879, 1807, 1416
163, 0.117107, 0.740274, 1807, 1418
205, 0.068231, 0.324829, 1805, 1415
247, 0.031574, 0.080450, 1805, 1415
1, 5.004692, 4.992473, 1807, 1416
29, 2.218768, 5.029130, 1805, 1415
31, 1.937732, 4.992473, 1805, 1415
47, 1.277908, 4.564809, 1805, 1415
83, 0.618084, 2.609775, 1805, 1415
121, 0.300391, 1.546725, 1805, 1415
157, 0.117107, 0.825806, 1807, 1418
198, 0.068231, 0.361486, 1805, 1415
240, 0.031574, 0.117107, 1805, 1415
286, 0.068231, 0.031574, 1803, 1415
1, 5.004692, 4.992473, 1805, 1415
22, 2.670870, 5.029130, 1805, 1417
30, 2.047703, 4.992473, 1805, 1413
45, 1.302346, 4.540371, 1805, 1415
83, 0.630303, 2.597556, 1805, 1415
120, 0.288172, 1.534506, 1805, 1415
155, 0.129325, 0.825806, 1807, 1418
196, 0.068231, 0.385924, 1805, 1415
235, 0.031574, 0.117107, 1805, 1415
1, 5.004692, 4.992473, 1805, 1415
44, 1.339003, 4.931378, 1805, 1415
46, 1.253470, 4.247117, 1805, 1415
52, 1.167937, 3.941642, 1805, 1415
89, 0.532551, 2.377615, 1805, 1415
127, 0.251515, 1.387879, 1805, 1415
165, 0.117107, 0.728055, 1805, 1415
204, 0.056012, 0.312610, 1805, 1415
247, 0.019355, 0.080450, 1805, 1415
278, 0.056012, 0.031574, 1805, 1419
2, 5.004692, 4.992473, 1807, 1416
44, 1.314565, 4.943597, 1805, 1417
49, 1.241251, 4.247117, 1805, 1415
53, 1.106843, 3.929423, 1807, 1416
92, 0.556989, 2.389834, 1805, 1415
128, 0.263734, 1.412317, 1805, 1415
166, 0.117107, 0.728055, 1807, 1416
205, 0.056012, 0.324829, 1805, 1415
271, 0.019355, 0.019355, 1805, 1415
0, 5.016911, 5.004692, 1805, 1415
22, 2.683089, 5.041349, 1805, 1417
27, 2.108798, 5.004692, 1805, 1415
43, 1.290127, 4.564809, 1807, 1416
82, 0.630303, 2.609775, 1805, 1415
119, 0.288172, 1.534506, 1805, 1415
155, 0.141544, 0.825806, 1805, 1417
193, 0.068231, 0.373705, 1807, 1418
236, 0.031574, 0.104888, 1807, 1416
1, 5.004692, 5.004692, 1805, 1415
26, 2.243206, 5.041349, 1805, 1417
28, 1.974389, 5.004692, 1805, 1417
45, 1.302346, 4.577028, 1805, 1415
83, 0.630303, 2.609775, 1805, 1415
115, 0.312610, 1.558944, 1807, 1420
159, 0.141544, 0.825806, 1805, 1415
195, 0.092669, 0.398143, 1805, 1417
236, 0.043793, 0.117107, 1805, 1415
0, 5.004692, 4.992473, 1805, 1415
28, 2.169893, 5.029130, 1805, 1415
30, 1.888856, 4.992473, 1807, 1416
46, 1.314565, 4.564809, 1805, 1415
82, 0.630303, 2.609775, 1805, 1415
120, 0.300391, 1.534506, 1805, 1415
159, 0.141544, 0.825806, 1805, 1415
197, 0.068231, 0.373705, 1805, 1415
243, 0.031574, 0.080450, 1805, 1413
343, 0.068231, 0.031574, 1807, 1420
1, 5.016911, 5.004692, 1805, 1415
37, 1.558944, 4.968035, 1805, 1415
37, 1.436755, 5.016911, 1807, 1418
45, 1.302346, 4.540371, 1805, 1415
82, 0.618084, 2.609775, 1805, 1415
120, 0.288172, 1.534506, 1805, 1415
