=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2017.08.23 11:51:37 =~=~=~=~=~=~=~=~=~=~=~=
33, 1.497849, 0.141544, 1805, 1415
36, 1.558944, 0.251515, 1805, 1415
41, 1.656696, 0.312610, 1805, 1413
79, 2.169893, 1.180156, 1805, 1415
116, 2.621994, 1.998827, 1805, 1417
154, 3.110753, 2.695308, 1805, 1415
192, 3.575073, 3.294037, 1805, 1415
231, 3.966080, 3.795015, 1805, 1415
270, 4.283773, 4.198240, 1805, 1415
308, 4.564809, 4.515933, 1805, 1415
347, 4.760313, 4.723656, 1805, 1415
385, 4.882502, 4.882502, 1805, 1415
424, 4.992473, 4.992473, 1805, 1415
462, 5.029130, 5.029130, 1807, 1416
507, 5.078006, 5.065787, 1805, 1417
1060, 5.114663, 5.114663, 1805, 1417
1124, 5.078006, 5.078006, 1805, 1415
1152, 5.114663, 5.114663, 1805, 1417
1215, 5.078006, 5.078006, 1805, 1417
0, 0.019355, 0.007136, 1805, 1415
31, 1.510068, 0.080450, 1807, 1416
35, 1.583382, 0.251515, 1805, 1415
44, 1.754448, 0.434800, 1805, 1415
82, 2.182111, 1.302346, 1805, 1415
120, 2.658651, 2.084360, 1805, 1415
158, 3.159628, 2.756402, 1805, 1415
197, 3.636168, 3.379570, 1805, 1417
235, 4.002737, 3.831671, 1805, 1415
274, 4.320430, 4.234897, 1805, 1415
311, 4.577028, 4.528152, 1805, 1415
350, 4.772531, 4.748094, 1805, 1415
389, 4.906940, 4.894721, 1805, 1415
427, 5.016911, 5.004692, 1805, 1415
468, 5.078006, 5.078006, 1807, 1420
521, 5.126882, 5.126882, 1805, 1417
550, 5.078006, 5.065787, 1801, 1408
588, 5.126882, 5.114663, 1805, 1417
620, 5.163538, 5.151319, 1803, 1415
659, 5.090225, 5.090225, 1805, 1415
696, 5.126882, 5.151319, 1803, 1413
735, 5.090225, 5.090225, 1805, 1417
787, 5.163538, 5.163538, 1807, 1420
813, 5.126882, 5.126882, 1805, 1415
851, 5.090225, 5.090225, 1805, 1415
899, 5.126882, 5.126882, 1805, 1417
946, 5.163538, 5.163538, 1807, 1420
966, 5.102444, 5.102444, 1805, 1415
1020, 5.163538, 5.163538, 1805, 1415
1047, 5.126882, 5.126882, 1805, 1415
1085, 5.090225, 5.090225, 1805, 1415
1143, 5.126882, 5.126882, 1805, 1417
1217, 5.175757, 5.163538, 1803, 1415
1223, 5.102444, 5.102444, 1805, 1413
1244, 5.151319, 5.175757, 1805, 1417
1281, 5.114663, 5.102444, 1805, 1415
1335, 5.175757, 5.163538, 1805, 1419
1365, 5.102444, 5.102444, 1805, 1413
1402, 5.139101, 5.139101, 1805, 1417
0, 0.019355, 0.007136, 1805, 1415
25, 1.375660, 0.043793, 1805, 1417
28, 1.485630, 0.007136, 1805, 1417
45, 1.717791, 0.434800, 1805, 1415
81, 2.169893, 1.290127, 1805, 1415
119, 2.658651, 2.072141, 1805, 1415
157, 3.171847, 2.756402, 1805, 1415
196, 3.611730, 3.355132, 1805, 1417
234, 4.014956, 3.843890, 1805, 1419
273, 4.393744, 4.295992, 1803, 1415
312, 4.613685, 4.540371, 1805, 1415
350, 4.784750, 4.748094, 1805, 1415
389, 4.906940, 4.906940, 1805, 1415
427, 5.053568, 5.053568, 1803, 1415
476, 5.090225, 5.114663, 1805, 1415
505, 5.053568, 5.065787, 1803, 1409
542, 5.102444, 5.102444, 1805, 1417
590, 5.151319, 5.151319, 1803, 1415
619, 5.078006, 5.078006, 1803, 1413
658, 5.126882, 5.114663, 1805, 1415
698, 5.090225, 5.078006, 1805, 1415
736, 5.126882, 5.114663, 1805, 1415
782, 5.163538, 5.151319, 1803, 1415
812, 5.090225, 5.090225, 1805, 1415
850, 5.151319, 5.163538, 1805, 1417
888, 5.090225, 5.090225, 1805, 1415
951, 5.126882, 5.126882, 1805, 1415
965, 5.090225, 5.078006, 1805, 1415
1017, 5.126882, 5.126882, 1805, 1417
1044, 5.175757, 5.163538, 1803, 1415
1083, 5.126882, 5.102444, 1805, 1415
1168, 5.175757, 5.163538, 1803, 1415
1173, 5.102444, 5.102444, 1803, 1411
1221, 5.139101, 5.139101, 1803, 1415
1242, 5.102444, 5.102444, 1805, 1415
1289, 5.139101, 5.139101, 1805, 1415
1321, 5.102444, 5.102444, 1809, 1422
1379, 5.139101, 5.139101, 1807, 1420
1400, 5.102444, 5.102444, 1803, 1413
1, 0.019355, 0.007136, 1805, 1415
32, 1.510068, 0.214858, 1805, 1417
35, 1.558944, 0.251515, 1805, 1415
45, 1.766667, 0.434800, 1805, 1417
83, 2.194330, 1.290127, 1805, 1413
120, 2.658651, 2.072141, 1805, 1415
