=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2017.08.22 14:32:47 =~=~=~=~=~=~=~=~=~=~=~=
17, 0.373705, 0.239296, 904, 306
21, 0.569208, 0.556989, 903, 305
23, 0.728055, 0.618084, 904, 306
57, 1.424536, 1.424536, 904, 306
92, 1.558944, 1.546725, 904, 306
132, 1.595601, 1.595601, 904, 305
1, 0.007136, -0.005083, 904, 306
16, 0.373705, 0.031574, 904, 306
22, 0.618084, 0.556989, 904, 306
40, 1.167937, 1.143499, 904, 306
75, 1.522287, 1.510068, 903, 306
111, 1.583382, 1.571163, 904, 305
166, 1.620039, 1.607820, 903, 306
0, 0.007136, 0.007136, 904, 306
18, 0.361486, 0.373705, 903, 306
21, 0.593646, 0.556989, 904, 305
39, 1.155718, 1.131281, 904, 306
74, 1.522287, 1.510068, 904, 306
110, 1.571163, 1.558944, 904, 306
190, 1.607820, 1.595601, 903, 306
1, 0.007136, 0.007136, 904, 306
18, 0.373705, 0.398143, 904, 306
22, 0.618084, 0.556989, 904, 306
39, 1.143499, 1.131281, 904, 306
74, 1.522287, 1.510068, 904, 306
110, 1.583382, 1.571163, 904, 306
206, 1.620039, 1.607820, 904, 306
0, 0.007136, 0.007136, 904, 306
17, 0.361486, 0.398143, 904, 306
20, 0.605865, 0.569208, 904, 306
38, 1.155718, 1.131281, 904, 306
73, 1.534506, 1.510068, 903, 306
109, 1.571163, 1.558944, 904, 306
161, 1.607820, 1.595601, 904, 306
0, 0.019355, 0.007136, 904, 306
17, 0.361486, 0.471456, 904, 305
21, 0.630303, 0.569208, 904, 306
39, 1.143499, 1.131281, 904, 306
74, 1.522287, 1.510068, 904, 306
109, 1.571163, 1.558944, 904, 306
167, 1.607820, 1.595601, 904, 306
0, 0.019355, -0.005083, 904, 306
18, 0.373705, 0.434800, 904, 306
22, 0.618084, 0.556989, 904, 306
40, 1.167937, 1.155718, 904, 306
75, 1.522287, 1.510068, 904, 306
111, 1.583382, 1.571163, 904, 306
204, 1.620039, 1.607820, 903, 306
0, 0.019355, 0.007136, 904, 306
18, 0.373705, 0.447019, 904, 306
21, 0.618084, 0.556989, 904, 306
39, 1.143499, 1.131281, 903, 306
74, 1.510068, 1.510068, 904, 306
110, 1.571163, 1.571163, 904, 306
155, 1.607820, 1.607820, 904, 306
0, 0.007136, 0.007136, 903, 306
17, 0.349267, 0.373705, 903, 305
21, 0.630303, 0.556989, 904, 306
38, 1.155718, 1.131281, 903, 305
73, 1.522287, 1.522287, 904, 306
109, 1.571163, 1.558944, 904, 306
156, 1.607820, 1.595601, 904, 306
1, 0.019355, 0.007136, 903, 306
17, 0.385924, 0.459238, 904, 306
20, 0.349267, 0.556989, 904, 306
39, 1.155718, 1.131281, 904, 306
74, 1.522287, 1.510068, 904, 306
109, 1.583382, 1.558944, 904, 306
160, 1.620039, 1.595601, 903, 306
0, 0.019355, 0.007136, 904, 306
17, 0.385924, 0.459238, 904, 306
19, 0.349267, 0.581427, 904, 306
39, 1.143499, 1.131281, 904, 306
74, 1.522287, 1.497849, 904, 306
109, 1.571163, 1.558944, 904, 306
151, 1.607820, 1.607820, 903, 306
227, 1.644477, 1.644477, 903, 306
231, 1.607820, 1.595601, 904, 305
270, 1.644477, 1.644477, 903, 306
299, 1.607820, 1.607820, 903, 306
1, 0.007136, -0.005083, 904, 306
18, 0.337048, 0.361486, 904, 306
21, 0.373705, 0.544770, 904, 306
40, 1.155718, 1.143499, 904, 306
76, 1.522287, 1.510068, 904, 306
111, 1.558944, 1.571163, 904, 306
155, 1.607820, 1.607820, 903, 306
236, 1.644477, 1.644477, 903, 306
242, 1.607820, 1.607820, 904, 306
263, 1.644477, 1.644477, 903, 306
293, 1.607820, 1.607820, 903, 306
0, 0.007136, 0.007136, 904, 306
18, 0.361486, 0.373705, 903, 306
21, 0.630303, 0.569208, 904, 306
38, 1.143499, 1.143499, 904, 306
74, 1.510068, 1.522287, 904, 306
109, 1.571163, 1.571163, 903, 306
157, 1.632258, 1.620039, 904, 306
192, 1.595601, 1.583382, 904, 306
231, 1.632258, 1.632258, 903, 306
0, 0.019355, 0.007136, 904, 306
17, 0.373705, 0.447019, 904, 306
20, 0.618084, 0.544770, 904, 306
37, 1.155718, 1.143499, 904, 306
73, 1.522287, 1.510068, 904, 306
109, 1.571163, 1.571163, 904, 306
159, 1.607820, 1.607820, 903, 306
0, 0.019355, -0.005083, 904, 306
16, 0.373705, 0.031574, 904, 305
21, 0.618084, 0.544770, 904, 306
40, 1.167937, 1.143499, 904, 306
75, 1.510068, 1.522287, 904, 306
110, 1.571163, 1.558944, 904, 306
155, 1.607820, 1.595601, 904, 305
0, 0.007136, 0.007136, 904, 306
17, 0.361486, 0.385924, 904, 306
20, 0.642522, 0.556989, 904, 306
38, 1.143499, 1.131281, 904, 306
74, 1.510068, 1.510068, 904, 306
110, 1.571163, 1.558944, 904, 306
154, 1.607820, 1.595601, 904, 306
0, 0.007136, 0.007136, 904, 306
18, 0.349267, 0.337048, 904, 306
21, 0.630303, 0.544770, 904, 306
38, 1.155718, 1.119062, 904, 307
74, 1.510068, 1.510068, 904, 306
109, 1.571163, 1.558944, 904, 306
160, 1.607820, 1.595601, 904, 306
0, 0.007136, 0.007136, 904, 306
17, 0.373705, 0.361486, 904, 306
21, 0.630303, 0.556989, 904, 306
